county,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,prosperity_score
Jackson TX,10032,7705.40988,15816.912,16453.0416,6426.96312,8758.32936,4794.28896,0.13652458072307083
Jasper TX,9876,8424.9822,14373.4236,16093.7916,6631.16748,8534.20308,4524.77748,-0.5357565279722724
Jeff Davis TX,10368,9534.32148,16155.4032,16453.0416,7211.39652,8722.56816,5486.625,-0.06178808214449161
Jefferson TX,10719.93312,8095.17768,13739.1636,13403.3004,6817.4568,11086.7322,4509.38268,-0.11589081815982827
Jim Hogg TX,8808,7945.2678,14639.0232,16453.0416,6070.37004,8302.45092,4156.16016,-1.2703953565929305
Jim Wells TX,10548,8365.01736,13574.3076,16093.7916,6852.93168,8764.26924,4581.5196,-0.5158465443349792
Johnson TX,13806.3336,8424.9822,14919.798,16744.314,8055.282,12915.5256,6840.10908,0.2151240565805755
Jones TX,9187.38648,8694.82032,15368.7372,16277.2908,6479.42868,10761.18972,5130.49224,-1.0144597534307418
Karnes TX,9672,8544.91044,15381.8316,16093.7916,6600.70536,8454.49512,4699.1484,0.0489740411092896
Kaufman TX,14562.354,8604.87372,15267.0048,17031.7128,8394.39996,13245.8388,7308.64092,0.2968325245014329
Kendall TX,15516,9444.375,16242.1704,16061.742,9044.12844,13443.1788,7859.92968,1.4374919746690693
Kerr TX,10056,8065.19676,14551.824,16453.0416,6566.0244,8761.98708,4636.29312,0.2797573283201736
Kimble TX,9012,7765.37472,14612.4696,16453.0416,6079.10412,8223.71124,4140.54312,0.005574965236226988
Kleberg TX,10776,8574.89136,13299.8484,16093.7916,7011.59112,9181.44144,4739.75796,-0.602014998365985
Knox TX,8808,8424.9822,15054.114,16453.0416,6244.18872,8147.12772,4352.63268,-0.717199959702297
Lamar TX,9216,7885.30368,13925.2524,16453.0416,6196.4766,8504.67192,4148.0976,-0.5248855175254651
Lamb TX,8808,9114.5706,14513.3124,16453.0416,6494.0544,8065.05108,4420.61724,-0.5713548624649548
Lampasas TX,9552,7855.3206,15119.9916,16025.8164,6307.35864,10707.85764,4874.53896,0.11430614605050883
La Salle TX,8808,7465.55268,14387.5428,16453.0416,5896.5498,8302.45092,3960.9726,-0.7209560119563356
Lavaca TX,9324,7855.3206,15549.306,16453.0416,6224.74584,8443.30668,4506.8046,0.13611807031080428
Lee TX,10932,9504.33912,15571.836,16453.0416,7404.89208,8900.37084,5554.8516,-0.01429486359128837
Leon TX,8808,8245.08912,15839.8668,16453.0416,6179.00688,8170.9812,4473.828,0.09855960780874073
Liberty TX,10661.18916,8424.9822,15259.6272,15666.5688,6915.67236,11457.39912,5474.04672,-0.37281496573285855
Limestone TX,9432,8484.9456,14290.2228,16453.0416,6492.01608,8281.31256,4417.5,-0.5732395418301818
Lipscomb TX,9084,9444.375,16482.8436,16453.0416,6713.56128,8228.00388,5053.17192,-0.4799619179288803
Live Oak TX,8808,8335.03488,14648.8452,16093.7916,6211.59744,8342.57808,4203.8946,-0.0843410028287973
Llano TX,10548,6416.17824,15169.7124,16417.116,6146.79048,8832.66792,4438.31256,0.0906182672947814
Lubbock TX,10799.4024,9234.49872,13784.9316,15379.1688,7259.07204,11663.00316,5417.73444,0.12067155041930516
Lynn TX,8808,9174.53544,14956.6116,16349.142,6515.78172,10680.4746,5069.93736,-0.5954441653867423
McCulloch TX,10188,8305.05396,14556.4092,16453.0416,6700.76292,8636.38692,4718.81652,-0.16120716175209568
McLennan TX,11208,7675.42752,13871.37,16313.2164,6842.2104,11492.52024,5265.3516,-0.03849015363815212
Madison TX,10644,8215.10664,14311.584,16453.0416,6833.39868,8699.11812,4786.50768,-0.686716714528644
Marion TX,8808,8784.76752,14280.3312,16093.7916,6374.55324,8240.09472,4234.39056,-1.330481489701912
Martin TX,8808,8724.80352,15635.1912,16349.142,6352.82592,10634.48736,5074.18764,0.515514195905643
Mason TX,9936,7615.46412,15873.4128,16453.0416,6359.58768,8684.39424,4736.40636,0.38208557122646436
Matagorda TX,9696,8454.96312,14039.1324,16453.0416,6576.81,8715.42408,4525.16784,-0.3690230908863181
Maverick TX,8832,7795.35648,13356.5772,16453.0416,6024.74712,8166.51192,3812.91396,-1.297143694849389
Medina TX,10392,8604.87372,15409.2936,16061.742,6883.31616,11114.81904,5491.14072,0.4852899649145373
Menard TX,8808,8335.03488,14867.2584,16453.0416,6211.59744,8192.47632,4295.8788,0.14383687051428953
Midland TX,16692,8994.64164,14402.8584,15271.3944,9307.28316,14134.6992,7662.46872,0.8020211657616695
Milam TX,8808,9084.58812,14162.2368,16417.116,6483.19044,8472.07692,4416.14832,-0.1510283657377939
Mills TX,8808,8125.16088,15918.792,16453.0416,6135.55188,8147.12772,4450.58208,-0.04170919793857797
Mitchell TX,8808,8874.71412,14917.488,16453.0416,6407.14524,8273.718,4482.00408,0.04682114999094045
Montague TX,10548,8664.84012,15174.816,16453.0416,6961.5696,8789.21196,5092.72668,-0.5270185103505697
Montgomery TX,15088.7184,9144.55296,14696.0568,13187.7504,8780.66964,13585.236,6759.7734,0.9303534579341682
Moore TX,9876,8424.9822,13729.0008,16453.0416,6631.16748,8526.54276,4461.97668,-0.09014566927404077
Morris TX,8808,8574.89136,14376.6792,16093.7916,6298.5066,8454.75,4239.78108,-0.8360537527674299
Motley TX,8808,8574.89136,15069.1236,16453.0416,6298.5066,8199.28056,4410.91404,-1.1688683355642084
Nacogdoches TX,10056,9084.58812,13772.6208,16453.0416,6935.38992,8653.4202,4743.4962,-0.399247806136807
Navarro TX,9876,7675.42752,13822.29,16453.0416,6359.57376,8799.63276,4321.37112,-0.2219797475593479
Newton TX,8808,8604.87372,14725.4268,15989.892,6309.37056,10311.2088,4699.36704,-1.01001728336224
Nolan TX,8844,8754.78516,13816.8192,16453.0416,6376.73364,8483.39424,4266.06264,-0.4610029394594098
Nueces TX,13017.6456,8335.03488,13694.6172,15199.5444,7736.91876,12399.5904,5896.99224,0.13024675995769366
Ochiltree TX,9228,8724.80352,14735.58,16453.0416,6505.0086,8327.42364,4533.41424,-0.5167753334850147
Oldham TX,12300,9084.58812,16058.4072,16349.142,7748.48004,11918.96556,6545.00028,-0.3724062644733646
Orange TX,10153.78272,8544.91044,14611.5684,16672.4652,6775.27368,10835.71212,5305.953,-0.08798697048609654
Palo Pinto TX,9552,8514.92796,13971.9564,16453.0416,6546.36108,8577.2322,4456.55856,-0.3137796405007521
Panola TX,9396,8454.96312,15430.5984,16453.0416,6468.10836,8285.05596,4643.50776,-0.45825830152702407
Parker TX,14066.574,9264.48048,15369.3864,16744.314,8453.7612,13039.5876,7273.53876,0.5610843626194374
Parmer TX,8808,9084.58812,13997.886,16453.0416,6483.19044,8258.67996,4342.73436,-0.4031471751447322
Pecos TX,10776,8784.76752,14589.0708,16453.0416,7087.63764,9219.126,5160.46104,-0.28268658622093357
Polk TX,9084,8305.05396,14404.7544,16453.0416,6300.74052,8365.7322,4305.75,-0.7976685215117078
Potter TX,10246.96728,8664.84012,14058.9432,16420.9908,6852.49368,11133.26664,5259.99204,-0.6107711300619827
Presidio TX,8808,9474.35748,13817.8668,16453.0416,6624.41892,8302.45092,4427.51184,-1.3412757176021513
Rains TX,8808,8844.73248,15528.6084,16453.0416,6396.28128,8262.7698,4601.89056,-0.15855815011802488
Randall TX,11701.70508,9984.05268,14487.9156,16420.9908,7857.60504,11814.64824,6294.20292,0.6702665921208029
Reagan TX,11688,8694.82032,14363.79,16453.0416,7385.49972,9167.89668,5339.79672,-0.31012371304309133
Real TX,10272,7735.39236,14962.8504,16453.0416,6524.78832,8765.73336,4691.89056,-0.755744405511229
Red River TX,8808,8394.999,14673.8244,16093.7916,6233.32476,8147.12772,4184.78508,-0.7862965267747578
Reeves TX,9456,8724.80352,13920.5268,16453.0416,6587.62212,8543.5188,4471.58208,-0.5820786980258049
Refugio TX,9084,8155.14252,14513.4816,16093.7916,6246.4212,8318.39064,4197.73428,-0.4531075157815955
Roberts TX,9492,9534.32148,18681.4248,16453.0416,6893.9868,8458.467,5713.01556,-0.18103603174441418
Robertson TX,8296.12788,8005.23192,15412.7664,16780.2396,5906.62572,10428.5544,4716.6486,-0.250009961137265
Rockwall TX,19932.5712,9294.46368,15028.2,14948.07,10590.10692,15794.8548,9153.85176,1.4883416782223617
Runnels TX,8952,8544.91044,14557.9488,16453.0416,6339.82104,8115.51852,4316.4804,-0.1810312902116392
Rusk TX,9048,8454.96312,15129.3756,15163.62,6342.01392,10515.71268,4679.0196,-0.30565214420195774
Sabine TX,8808,8874.71412,14781.744,16453.0416,6407.14524,8302.45092,4459.047,-1.0522137164865522
San Augustine TX,9204,8694.82032,14883.7176,16453.0416,6485.44848,8287.6824,4540.89072,-1.184685689002501
San Jacinto TX,8808,9894.10548,15580.8648,15770.4684,6776.51004,8154.61596,4749.80856,-1.091582906102365
San Patricio TX,12480.0444,8365.01736,14870.7468,15199.5444,7552.9878,12149.082,5946.43764,-0.17499167581682226
San Saba TX,8808,7915.28544,15000.672,16417.116,6059.50596,8152.79592,4185.28128,-0.05867808847417074
Schleicher TX,9492,8275.07004,15059.4036,16453.0416,6437.70996,8458.467,4576.66812,0.41594858894109943
Scurry TX,10524,8844.73248,14991.7356,16453.0416,7018.0554,8868.34644,5115.82032,-0.3513992549320677
Shackelford TX,8808,8724.80352,15581.1984,16453.0416,6352.82592,8210.61696,4566.98844,-0.113299006042123
Shelby TX,8808,8844.73248,14376.486,16453.0416,6396.28128,8390.44704,4382.16792,-0.9343390133398652
Sherman TX,8808,8784.76752,15604.4496,16453.0416,6374.55324,8349.873,4619.30088,0.8979960058604656
Smith TX,13020,8754.78516,14482.9692,15235.4688,7889.86308,12368.3316,6185.64036,-0.1859160873167788
Somervell TX,10668,8544.91044,15093.4788,16349.142,6961.59516,11562.67452,5642.42172,0.1134500318708372
Starr TX,8808,7675.42752,13560.8676,13507.2,5972.59572,8177.73924,3176.68764,-1.4799639971847824
Stephens TX,8808,8904.69648,14911.4664,16453.0416,6418.0086,8302.45092,4495.63296,-0.4202324799288217
Sterling TX,9492,8724.80352,16646.394,16453.0416,6600.66576,8458.467,5046.68736,0.10527842431611682
Stonewall TX,9492,8574.89136,15788.3544,16453.0416,6546.34716,8458.467,4820.02332,-0.5854508591527737
Sutton TX,8808,7585.48164,15166.3296,16453.0416,5940.00516,8210.61696,4144.38276,-0.1389968818493914
Swisher TX,8808,9054.60648,14629.542,16453.0416,6472.32636,8154.61596,4447.25796,-0.19841292779280675
Tarrant TX,14997.954,8724.80352,13746.5796,12612.9516,8595.69072,13483.5996,6272.031,0.6082878908082143
Taylor TX,11689.59084,8724.80352,14033.1348,16277.2908,7396.94016,11967.0234,5834.74224,-0.18937166703366945
Terrell TX,10176,7765.37472,15598.6512,16453.0416,6500.8674,8705.40456,4795.71096,-0.6654950179155995
Terry TX,8808,9174.53544,14537.196,16453.0416,6515.78172,8154.61596,4462.49592,-0.86646089960101
Throckmorton TX,8808,8904.69648,15083.2488,16453.0416,6418.0086,8302.45092,4532.46864,-0.5512467784903351
Titus TX,8808,8574.89136,13989.8412,16093.7916,6298.5066,8313.9192,4126.16784,-0.772820339569895
Tom Green TX,11733.72072,8245.08912,14415.444,17786.136,7239.11136,11831.35548,6080.11704,0.12767431537157337
Travis TX,17427.564,9924.08784,13502.3124,13367.376,9910.58124,14318.3676,7589.0076,1.301035270905491
Trinity TX,10032,8335.03488,14361.3984,16453.0416,6655.10088,8621.592,4637.1756,-0.75828042611372
Tyler TX,8808,8394.999,14945.976,16093.7916,6233.32476,8241.6738,4263.6954,-0.4897603045847325
Upshur TX,9970.11696,8754.78516,15410.634,14660.6724,6784.77024,11028.8262,5096.625,-0.7186390008458701
Upton TX,8808,8754.78516,15412.8324,16453.0416,6363.69,8217.41964,4541.11344,-0.04316796618930633
Uvalde TX,8808,6865.91016,14233.3524,16453.0416,5679.27576,8316.75372,3754.047,-0.3488214191126225
Val Verde TX,9552,6985.83912,13260.8364,16453.0416,5992.31136,8418.10548,3820.24992,-0.4139851021946126
Van Zandt TX,9612,8964.65988,15349.4064,16453.0416,6731.05596,8589.98652,4902.672,-0.101285013009011
Victoria TX,12560.0892,7465.55268,14393.3028,17211.3384,7256.07936,11954.72748,5993.65608,0.22189221319779226
Walker TX,11652,8215.10664,13937.8476,16453.0416,7198.6362,9379.79004,5144.87508,-0.19212014667044586
Waller TX,11752.39308,9684.23076,15167.202,15666.5688,7767.33396,11981.8242,6242.1174,0.29311784438450256
Ward TX,10056,8604.87372,14383.6152,16453.0416,6761.57004,8649.55008,4733.5704,-0.12284558640441058
Washington TX,10692,8245.08912,15132.762,16417.116,6861.65484,8932.97244,5026.69524,0.37195349983391585
Webb TX,10980,7855.3206,12869.5884,13079.976,6824.77956,11326.88748,4310.7462,-0.3978494887011434
Wharton TX,9264,7585.48164,14357.4168,16453.0416,6105.23184,8583.46584,4184.26176,-0.10855783033811449
Wheeler TX,8808,9204.51636,15677.9316,16453.0416,6526.64496,8173.4502,4719.65628,-0.7326544197661297
Wichita TX,10076.15844,8544.91044,14069.676,18863.8824,6747.14796,11118.26736,5693.28108,-0.2832423578660763
Wilbarger TX,8808,8634.8562,13856.5092,16453.0416,6320.23464,8163,4159.92192,-0.45555969365844057
Willacy TX,8808,6506.12472,14632.7208,16453.0416,5548.91124,8101.33008,3687.6954,-1.0285563757600704
Williamson TX,17941.332,9684.23076,14623.7568,15810.2664,10009.83036,14553.756,8456.0706,1.374243936479837
Wilson TX,12018.5736,8005.23192,15574.5732,16061.742,7255.41432,11934.65256,5995.578,0.7131953274345161
Winkler TX,8808,8844.73248,14430.4716,16453.0416,6396.28128,8302.45092,4374.86724,-0.6780237663125782
Wise TX,13044,9024.624,15180.2316,16744.314,7996.33296,12106.8024,6678.67164,0.2261671178944854
Wood TX,9636,9204.51636,14710.5468,16093.7916,6826.66188,8485.6194,4743.94152,-0.7348808511738026
Yoakum TX,8916,9234.49872,14948.4552,16453.0416,6576.64164,8185.83468,4606.41024,-0.20423396388059234
Young TX,8808,8634.8562,15180.5508,16453.0416,6320.23464,8229.89064,4458.94152,-0.3073842303323056
Zapata TX,8808,7255.67796,13125.1932,16453.0416,5820.50424,8245.76364,3613.52748,-1.0391047235214783
Zavala TX,8808,7285.66044,13672.4196,16453.0416,5831.36832,8147.12772,3719.66016,-1.5378932753962833
Beaver UT,8808,9354.42768,16206.6888,15822.9492,6580.96368,15057.2736,9365.7576,0.1876564496331005
Box Elder UT,9468,9234.49872,16090.2612,13119.5328,6776.65284,13886.9892,8443.98408,0.5806799551730348
Cache UT,9458.97,8694.82032,15354.1284,14483.6544,6577.83468,14159.1372,8487.36696,0.7009056969996242
Carbon UT,8808,8844.73248,15603.9744,15822.9492,6396.28128,15059.2824,8999.8044,-0.3868754380981434
Davis UT,13423.7196,9294.46368,15479.862,12419.0364,8231.69388,16589.316,10379.66376,1.3614907040563313
Duchesne UT,9888,10283.874,15876.0276,15822.9492,7309.06572,15663.4596,10213.06272,0.19815813326025764
Emery UT,8808,9294.46368,16739.0388,15822.9492,6559.23636,14426.268,9314.85132,0.4051815371407881
Garfield UT,8808,9384.41088,16923.3012,15822.9492,6591.82764,14764.8204,9496.88304,0.7693278240645673
Grand UT,9720,9984.05268,15625.926,15822.9492,7139.5554,15682.4028,9969.39036,-0.11046654956252348
Iron UT,8808,8904.69648,15134.6412,14790.642,6418.0086,15109.2288,8611.44504,0.21353534216319217
Juab UT,8572.68096,9174.53544,16759.0488,15552.8292,6430.51608,13580.9352,8868.219,0.1429904159050228
Kane UT,10992,10073.99928,16642.302,15822.9492,7633.0422,15911.7612,10837.54692,0.5287356593436994
Millard UT,8808,9204.51636,17188.9596,15822.9492,6526.64496,15045.2232,9581.68728,0.6755165756972167
Morgan UT,14359.128,9234.49872,17184.0756,13119.5328,8548.9014,17189.5032,11550.26592,0.836013490399084
Piute UT,8808,8694.82032,17733.4176,15822.9492,6341.96196,15038.004,9537.41376,-0.9537117820744165
Rich UT,9540,9204.51636,17246.454,14753.7744,6791.877,15371.934,9669.60132,-0.22840862025932687
Salt Lake UT,14448,9234.49872,14268.1656,12419.0364,8581.10304,17060.8128,10540.15644,1.159711479233192
San Juan UT,8808,9924.08784,16464.4188,15822.9492,6787.374,14461.5108,9489.28128,-0.9585800609946967
Sanpete UT,9108,8514.92796,16632.8232,15822.9492,6385.48248,14672.0916,9169.77324,-0.011450673473343201
Sevier UT,8808,8574.89136,16290.4404,15822.9492,6298.5066,14778.2796,9010.51536,0.14834027161318444
Summit UT,15852,13551.9276,16579.6284,12689.1564,10654.20192,19642.3932,14576.2572,2.149492679810766
Tooele UT,11544,9174.53544,15700.1436,12419.0364,7507.14252,15474.2508,9362.59356,0.5571163543519991
Uintah UT,10896,9174.53544,15786.2664,15822.9492,7272.34644,16349.448,10341.43728,0.2594501012718385
Utah UT,11358.80196,9084.58812,15126.2316,12824.5872,7407.44676,15402.4668,9188.95308,0.982710430553856
Wasatch UT,13908,10253.89236,16222.4592,12689.1564,8754.8064,18497.694,11741.95308,0.9888053091471897
Washington UT,11640,9594.28488,15315.18,14520.522,7694.01852,15583.9464,10074.11724,0.6834727479633654
Wayne UT,8808,9264.48048,17772.3384,15822.9492,6548.37228,14762.8248,9689.42208,1.0279775569494223
Weber UT,10824.01248,8844.73248,15144.4008,13119.5328,7126.76148,14921.262,8842.77324,0.6281051505858933
Addison VT,12696,12772.3932,15598.1004,19291.3596,9228.20364,14098.2432,10665.81228,1.1786861828131954
Bennington VT,11280,9864.12372,14938.3764,19291.3596,7661.3496,13494.6552,8777.51592,1.1436925566923855
Caledonia VT,10104,11543.124,15065.5812,19291.3596,7843.60692,13134.204,8889.22632,0.5894337810563162
Chittenden VT,20339.274,11423.19648,14985.204,19144.6788,11508.79536,22343.664,16505.586,1.6566307201396937
Essex VT,8892,11393.21412,15846.9744,19291.3596,7350.13332,12165.468,8383.6326,-0.6687801160356458
Franklin VT,16229.1816,11303.26752,16092.1836,19144.6788,9976.09128,19609.4196,13689.726,0.699280397065678
Grand Isle VT,16196.6904,10793.56932,16501.1304,19144.6788,9779.63604,19587.804,13561.2732,0.6357046039925974
Lamoille VT,12192,12262.6968,15142.5384,19291.3596,8860.90068,13814.4672,10097.35908,0.8300359027941294
Orange VT,11784,12262.6968,15611.1492,19291.3596,8713.06644,13673.8824,10036.32792,0.8908385945800621
Orleans VT,9408,10583.69532,15303.7548,19291.3596,7243.77984,12710.19,8284.80468,0.16802547994565462
Rutland VT,11016,10343.83884,14734.8996,19291.3596,7739.5122,13576.5624,8820.10908,0.8500580426500521
Washington VT,13032,12232.7136,14924.6556,19291.3596,9154.40184,14375.5764,10485.11724,1.1989245341163643
Windham VT,11916,9804.15888,14871.618,19291.3596,7870.07004,13664.2176,8996.781,0.8828917286228847
Windsor VT,12084,12862.3392,15007.6752,19291.3596,9039.04248,14158.668,10332.92208,1.260123912609809
Accomack VA,8556,8874.71412,14262.8748,15842.3172,6315.83568,11001.74412,7370.78904,-0.4393840584238264
Albemarle VA,16271.0724,10223.90988,14826.7452,16420.9908,9600.17724,17628.1056,12963.3672,1.6455291786272925
Alleghany VA,8951.86152,9264.48048,15413.5044,15842.3172,6600.49956,11319.12372,8079.83568,-0.2177894008846195
Amelia VA,10348.31688,9594.28488,16135.6836,15091.77,7225.9914,14569.728,9621.17208,-0.07901397534856984
Amherst VA,8364.70236,8844.73248,15209.2044,16420.9908,6235.65744,13491.3864,8406.41376,0.0042524489307995865
Appomattox VA,7939.5732,9054.60648,15794.1612,16420.9908,6157.66188,13253.6208,8421.38304,-0.18982463320673526
Arlington VA,24818.8764,13132.1772,10420.01736,15522.8688,13751.1636,22395.93,18573.2268,2.990386815965523
Augusta VA,11275.25316,9804.15888,15600.6576,15738.4176,7637.90256,15113.0628,10225.39824,0.243950085721133
Bath VA,8460,9144.55296,15902.52,15842.3172,6378.82392,11058.5508,7911.27324,-0.6011207051634145
Bedford VA,9823.92924,9684.23076,15349.5852,16420.9908,7068.57564,14307.4992,9535.68756,0.3040611644344264
Bland VA,8412,8694.82032,15632.616,15842.3172,6198.47532,11062.36884,7647.67968,-0.9919761556598686
Botetourt VA,11914.23408,10103.98164,15936.99,16420.9908,7978.06788,15332.412,10912.50804,0.554614616175687
Brunswick VA,8868,8784.76752,14514.7872,15842.3172,6396.29376,11087.13864,7549.98408,-0.8609654960223923
Buchanan VA,8412,8904.69648,14403.8028,15842.3172,6274.52196,10868.08668,7329.26148,-1.4330872533347254
Buckingham VA,8916,9894.10548,14665.452,15738.4176,6815.64336,13764.456,8746.57836,-0.7373358338269336
Campbell VA,8697.91188,8874.71412,15134.8056,16420.9908,6367.25532,13677.7428,8574.69504,-0.24882686106053561
Caroline VA,13693.3536,9924.08784,15878.508,15091.77,8557.53072,16430.496,11426.17968,0.001665205559500856
Carroll VA,8381.62872,9714.21384,14676.1188,15842.3172,6556.83696,10965.15012,7729.73436,-0.4797964806815777
Charles City VA,10185.44976,9654.24972,16210.7988,15091.77,7188.70608,14479.1292,9578.3826,-0.14491395684933148
Charlotte VA,8412,8874.71412,14453.0268,15842.3172,6263.65872,10913.9802,7344.48048,-0.5438002252884842
Chesterfield VA,15672.8148,9684.23076,14653.9512,15091.77,9187.85748,17531.6256,12035.0076,1.0944734100239502
Clarke VA,14500.7748,10373.8206,16913.058,15522.8688,9013.04736,16749.0984,12372.984,1.3134042175404168
Craig VA,7426.71456,9294.46368,15946.6392,16420.9908,6058.7424,12876.9372,8255.82792,0.1598942399725649
Culpeper VA,12552,9174.53544,15555.0852,15738.4176,7872.38088,16108.311600000001,10725.58596,0.7259369334166922
Cumberland VA,11148,9504.33912,15663.5988,15195.6696,7483.15728,12156.0372,9121.44504,-0.3549669558960211
Dickenson VA,8412,8964.65988,14233.4208,15842.3172,6296.24928,11126.98608,7376.99196,-1.4978453453465423
Dinwiddie VA,12590.8692,9264.48048,15614.9196,15091.77,7919.05512,15817.2084,10533.9294,-0.12451398700645487
Essex VA,10740,9684.23076,14939.9064,15842.3172,7400.50488,11975.00688,8964.42192,-0.11535033579807928
Fairfax VA,23697.6192,11633.0706,13844.3448,15522.8688,12801.702,21782.292,18278.7816,2.9926008680821483
Fauquier VA,16138.5708,11183.33868,16742.6928,15738.4176,9899.80512,17645.4216,13813.8516,1.8376443328878418
Floyd VA,8412,9174.53544,15563.8092,15738.4176,6372.29592,13767.822,8534.63304,-0.32227759612265255
Fluvanna VA,14865.0888,10793.56932,16142.7144,16420.9908,9297.14424,16866.4104,12756.1572,0.6973310447020126
Franklin VA,9780,9054.60648,15222.5832,16420.9908,6824.52096,13918.4016,9140.844,-0.02059367543787712
Frederick VA,13899.816,9594.28488,15284.46,15738.4176,8512.83984,16729.6872,11476.05468,0.8294358545810542
Giles VA,8964,9264.48048,15252.99,17462.8128,6604.89768,13673.7348,9141.34356,-0.1587759442365573
Gloucester VA,12503.0328,8634.8562,15502.0896,15774.3432,7659.09084,16141.4388,10511.13276,0.38147704150425105
Goochland VA,15134.1,10553.71284,16149.6312,15091.77,9307.70796,17231.9484,12479.9532,1.1931128538889373
Grayson VA,8412,8874.71412,14607.3924,15842.3172,6263.65872,10977.92364,7405.68756,-0.9103013677033386
Greene VA,14890.6524,10283.874,15979.7364,16420.9908,9121.72344,16880.2608,12509.1876,0.4175377243431953
Greensville VA,10435.04736,8754.78516,14340.6432,15842.3172,6953.2332,11851.4238,8298.33624,-1.2132530640245636
Halifax VA,8412,8514.92796,14360.3304,15842.3172,6133.29384,10897.29204,7176.2226,-0.40278231392012814
Hanover VA,14520.2172,9714.21384,15420.5004,15091.77,8781.09012,16890.462,11654.7576,1.3945353965686513
Henrico VA,14658.0276,9804.15888,13498.1604,15091.77,8863.61496,16967.1216,11237.95308,1.0359021244380897
Henry VA,8214.24756,8424.9822,14123.8464,15842.3172,6029.04936,10886.02956,6996.36324,-0.8758344965104404
Highland VA,8412,9114.5706,16460.7456,15842.3172,6350.56788,11037.33468,8031.31272,-0.7740117657415903
Isle of Wight VA,12053.202,10073.99928,15398.322,15774.3432,8017.55712,15877.7856,10778.60964,0.5556113704882689
James City VA,15305.8356,11872.92768,14872.314,15774.3432,9847.938,17784.21,13136.328,1.6362640335740446
King and Queen VA,9564,9714.21384,16038.8712,15195.6696,6985.25688,11589.53904,8550.89064,-0.3707313881879115
King George VA,12876,10133.96412,16356.3504,15842.3172,8337.41748,13193.3364,10654.3044,0.8543369041804304
King William VA,13292.4504,9714.21384,16137.8676,15091.77,8336.22216,16207.482,11210.00028,-0.06487634217133642
Lancaster VA,11400,10044.0168,15156.336,15842.3172,7770.0132,12133.7928,9450.86724,0.1939787911553521
Lee VA,8412,8934.67752,14404.956,15842.3172,6285.3852,10966.05468,7368.52368,-0.8107145197893408
Loudoun VA,23559.0372,11153.3562,15318.5172,15522.8688,12577.668,21706.4484,18494.3208,3.2693914512085627
Louisa VA,10932,9684.23076,15882.0288,15195.6696,7470.07392,12473.6124,9255.66432,0.04086138606461972
Lunenburg VA,8412,8784.76752,14541.4296,15842.3172,6231.06744,11296.73808,7442.20308,-0.859415583380715
Madison VA,11064,9414.39252,15888.5772,15842.3172,7420.12944,12117.984,9285.9294,-0.1222985208126924
Mathews VA,10634.499,9564.30252,15948.6648,15774.3432,7318.82232,15046.2588,9983.72676,0.5058224061603632
Mecklenburg VA,8640,8874.71412,14403.5844,15842.3172,6346.27224,11163.74196,7487.65212,-0.4054324267840945
Middlesex VA,11004,9834.1428,15687.5796,15842.3172,7550.48148,12092.388,9358.50804,-0.25241888531150375
Montgomery VA,12284.952,9774.17796,13884.5628,17462.8128,7992.89208,16049.1024,10847.625,0.4934310466694029
Nelson VA,9701.29176,9714.21384,16020.21,16420.9908,7035.00288,14068.9056,9619.7424,0.23025602941037662
New Kent VA,12653.5104,8484.9456,16190.6568,15091.77,7659.29664,15852.0552,10433.94504,0.7415486072949099
Northampton VA,9636,9474.35748,14580.0528,15842.3172,6924.43584,11551.10748,8251.3206,0.2710742667714285
Northumberland VA,9516,9984.05268,15589.4472,15842.3172,7065.63792,11645.376,8704.71096,0.13618157537760903
Nottoway VA,9084,8874.71412,14869.506,15842.3172,6507.15084,11531.7444,7889.70336,-0.6536362915577559
Orange VA,10836,9984.05268,15700.8204,15842.3172,7543.92624,12260.1312,9401.55468,0.6057317666856792
Page VA,8784,9264.48048,14361.8784,15842.3172,6539.67624,11274.4914,7710.33624,-0.3274804148405701
Patrick VA,8412,8844.73248,14556.8112,15842.3172,6252.79464,11096.36352,7413.25416,-0.7765989326004675
Pittsylvania VA,8700.00732,9444.375,14495.061600000001,15842.3172,6574.42524,11193.81084,7761.50028,-0.500807182951578
Powhatan VA,12277.6644,9624.26664,16308.7908,15091.77,7935.93312,15642.9804,10693.03932,0.8934054859755124
Prince Edward VA,10572,8724.80352,14048.5476,15842.3172,6991.99296,11902.60032,8271.8826,-0.5914999448740671
Prince George VA,16762.77,9714.21384,15178.242,15091.77,9593.655,18137.9412,12788.9136,0.6695430901567869
Prince William VA,21581.0856,10073.99928,15012.8736,15522.8688,11469.8862,20623.9692,16370.8056,1.9767144957120442
Pulaski VA,8652,8844.73248,14767.7976,17462.8128,6339.75588,13783.5216,8762.21856,-0.3631467054318793
Rappahannock VA,12888,9774.17796,16460.994,15738.4176,8211.4014,15954.6372,11277.29664,0.8552562866553052
Richmond VA,10332,9564.30252,15685.2744,15842.3172,7209.21456,11810.42796,8926.17192,-0.2710706823625666
Roanoke VA,12544.062,9804.15888,14497.2768,16420.9908,8097.64236,15677.04,10736.60964,1.0981495050945698
Rockbridge VA,9284.0178,9204.51636,15609.42,15842.3172,6699.12528,11334.2952,8241.70308,0.3982885609514868
Rockingham VA,11305.70292,8964.65988,15444.8676,16528.7652,7344.75216,15266.8584,10139.50776,0.38324474872463954
